Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
OTVA.SEA2AA1,1971.06,369.1357763,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1972.06,376.3982848,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1973.06,415.5907875,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1974.06,375.0209125,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1975.06,400.8153392,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1976.06,474.4421494,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1977.06,554.9558211,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1978.06,483.8333241,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1979.06,527.1579437,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1980.06,464.8005433,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1981.06,496.8557532,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1982.06,500.8626544,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1983.06,567.3521718,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1984.06,401.0657705,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1985.06,478.9499133,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1986.06,412.9612585,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1987.06,603.5394985,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1988.06,600.2838913,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1989.06,678.543681,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1990.06,499.3306407,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1991.06,607.2389953,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1992.06,641.5117746,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1993.06,637.1004268,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1994.06,673.0698783,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1995.06,663.3988465,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1996.06,718.7103616,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1997.06,719.3890305,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1998.06,767.5302625,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,1999.06,620.716152,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2000.06,665.1854398,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2001.06,690.2062253,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2002.06,699.3136669,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2003.06,758.8137091,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2004.06,900.0235871,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2005.06,875.2768267,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2006.06,836.4559479,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2007.06,796.7286028,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2008.06,805.0432684,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2009.06,844.0143446,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2010.06,879.0329311,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2011.06,851.7067588,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2012.06,839.5621288,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2013.06,885.4263172,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2014.06,913.4377653,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2015.06,971.3557905,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2016.06,997.3948192,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2017.06,917.1888357,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2018.06,960.7872898,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2019.06,1064.632054,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2020.06,1057.997873,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2021.06,1116.99495,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2022.06,1114.4557,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AA1,2023.06,1134.730495,PROVISIONAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,BEEF AND VEAL,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1982.06,666.659675,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1983.06,861.6576299,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1984.06,863.1576142,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1985.06,845.157803,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1986.06,767.8252807,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1987.06,894.323954,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1988.06,788.3250657,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1989.06,770.1585895,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1990.06,701.4626433,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1991.06,673.1654401,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1992.06,823.1213674,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1993.06,735.534786,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1994.06,671.4329583,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1995.06,746.3146729,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1996.06,796.556646,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1997.06,786.931747,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1998.06,827.1637102,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,1999.06,781.8886428,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2000.06,857.854475,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2001.06,915.0272391,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2002.06,880.3383661,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2003.06,905.9973022,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2004.06,927.9095778,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2005.06,885.2376836,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2006.06,922.3560581,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2007.06,1028.327602,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2008.06,1005.202882,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2009.06,962.5214245,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2010.06,998.3436872,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2011.06,852.1076586,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2012.06,780.0914026,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2013.06,949.4263134,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2014.06,938.2341154,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2015.06,919.1352996,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2016.06,986.3971851,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2017.06,910.9137072,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2018.06,936.7703528,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2019.06,939.0381479,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2020.06,892.9951702,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2021.06,948.7383123,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2022.06,863.0832011,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AB1,2023.06,914.5949872,PROVISIONAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,LAMB,June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1971.06,689.8850332,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1972.06,724.11597,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1973.06,726.937201,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1974.06,573.6503139,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1975.06,629.3226066,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1976.06,683.3021608,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1977.06,663.1773793,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1978.06,643.4287619,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1979.06,759.099235,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1980.06,684.054489,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1981.06,829.4419292,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1982.06,752.3282805,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1983.06,893.201751,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1984.06,926.1161133,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1985.06,905.9913318,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1986.06,835.0843913,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1987.06,951.1310286,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1988.06,838.8460328,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1989.06,825.6802878,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1990.06,734.1576717,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1991.06,730.0273894,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1992.06,869.4244157,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1993.06,776.0800366,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1994.06,712.6802039,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1995.06,784.5471153,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1996.06,857.240083,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1997.06,842.1645528,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1998.06,871.374105,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,1999.06,814.2688385,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2000.06,888.2110899,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2001.06,944.4781291,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2002.06,910.6131229,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2003.06,929.7695957,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2004.06,956.2179094,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2005.06,917.0011528,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2006.06,948.2967162,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
OTVA.SEA2AC1,2007.06,1059.098428,FINAL,Index,0,Overseas Trade Indexes - Volumes and Values - OTV,Export volume indexes and values - analytical,Volume,"LAMB, HOGGET AND MUTTON",June 2002 Quarter Base (=1000),,
